,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,hot_and_new
12,naanching-bistro-and-bar-jersey-city,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]","{'latitude': 40.71674, 'longitude': -74.03896}",(201) 984-0709,8827.143157185792,e0HGXP2YlFtpgF6hy9dVdA,https://s3-media4.fl.yelpcdn.com/bphoto/MY8IGWI18mDw7gxIF6sgHA/o.jpg,False,"{'address1': '103 Montgomery St', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['103 Montgomery St', 'Jersey City, NJ 07302']}",NaanChing Bistro & Bar,+12019840709,,4.0,65,"['pickup', 'delivery']",https://www.yelp.com/biz/naanching-bistro-and-bar-jersey-city?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
13,rawbar-by-domodomo-new-york-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.728, 'longitude': -74.0016}",(646) 707-0301,8227.35808603327,v6pCwxCiDcFjD6DeMg3zXw,https://s3-media4.fl.yelpcdn.com/bphoto/-EEBJ88X_MvIJoLnszGktA/o.jpg,False,"{'address1': '138 W Houston St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['138 W Houston St', 'New York, NY 10012']}",RAWBAR by DOMODOMO,+16467070301,,4.5,8,[],https://www.yelp.com/biz/rawbar-by-domodomo-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
14,takeshi-sushi-new-york,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.72294, 'longitude': -74.00464}",(917) 675-0771,7798.764759901652,EVZeqLPpfXrygmgamjD5_w,https://s3-media4.fl.yelpcdn.com/bphoto/wurZD-EGrPILj8cm1nE_Sg/o.jpg,False,"{'address1': '28 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['28 Grand St', 'New York, NY 10013']}",Takeshi Sushi,+19176750771,,4.5,24,[],https://www.yelp.com/biz/takeshi-sushi-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
15,kanoyama-ramen-by-sanshiro-new-york,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.73067, 'longitude': -73.98643}",(212) 777-5266,8164.235405100722,j7VDGSiI6VXcIp-4cd_-yw,https://s3-media1.fl.yelpcdn.com/bphoto/usQ6iaV2oFYOaT2nMA0ZaQ/o.jpg,False,"{'address1': '175 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['175 2nd Ave', 'New York, NY 10003']}",Kanoyama Ramen by Sanshiro,+12127775266,,5.0,7,[],https://www.yelp.com/biz/kanoyama-ramen-by-sanshiro-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
16,nora-thai-williamsburg-brooklyn,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 40.71864, 'longitude': -73.95625}",(718) 302-1499,6719.997882417998,RdGWCbcxA79G1ZMPVL3SGQ,https://s3-media1.fl.yelpcdn.com/bphoto/lkOUc7IYNddZm-EJ0_oa0A/o.jpg,False,"{'address1': '176 N 9th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['176 N 9th St', 'Brooklyn, NY 11211']}",Nora Thai Williamsburg,+17183021499,,3.0,12,"['pickup', 'delivery']",https://www.yelp.com/biz/nora-thai-williamsburg-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
17,los-cuernos-jersey-city,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.72598, 'longitude': -74.03594}",(201) 222-5700,9445.581845629034,zT93JCAGIuHkLaD2YenUgQ,https://s3-media1.fl.yelpcdn.com/bphoto/i-pNcUzTfZOboVzgjvmL9A/o.jpg,False,"{'address1': '499 Washington Blvd', 'address2': '', 'address3': None, 'city': 'Jersey City', 'zip_code': '07310', 'country': 'US', 'state': 'NJ', 'display_address': ['499 Washington Blvd', 'Jersey City, NJ 07310']}",Los Cuernos,+12012225700,,3.5,18,[],https://www.yelp.com/biz/los-cuernos-jersey-city?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
18,sathi-new-york,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]","{'latitude': 40.73621, 'longitude': -73.98528}",(212) 260-3700,8754.9026861397,t6PzD4uzBOfyCLcd_lT8cQ,https://s3-media1.fl.yelpcdn.com/bphoto/ZwmHm3J-go_NLCveDHJg0Q/o.jpg,False,"{'address1': '216 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['216 3rd Ave', 'New York, NY 10003']}",Sathi,+12122603700,$$,4.5,17,"['pickup', 'delivery']",https://www.yelp.com/biz/sathi-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
19,smør-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.72927, 'longitude': -73.98153}",(646) 478-8391,7933.137612569579,QEY6X80_WXLmCvpOxphzxA,https://s3-media1.fl.yelpcdn.com/bphoto/IBAD_rZ4J820fT7-IpjUbg/o.jpg,False,"{'address1': '441 E 12th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['441 E 12th St', 'New York, NY 10009']}",Smør,+16464788391,,4.5,6,"['pickup', 'delivery']",https://www.yelp.com/biz/sm%C3%B8r-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
20,st-tropez-soho-new-york-2,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.72498, 'longitude': -74.00328}",(917) 261-4441,7958.606003713225,Du4yrt8aWlBhOeEjhEH3ww,https://s3-media4.fl.yelpcdn.com/bphoto/9GeiWYl7uML3-vBpPVpI9A/o.jpg,False,"{'address1': '194 Spring St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['194 Spring St', 'New York, NY 10012']}",St Tropez - Soho,+19172614441,,4.5,18,"['pickup', 'delivery']",https://www.yelp.com/biz/st-tropez-soho-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
21,parish-new-york-new-york,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.72057, 'longitude': -73.98887}",(212) 706-0050,7100.12908925183,QKVOdHaw54-DmYB9Dw2LOg,https://s3-media2.fl.yelpcdn.com/bphoto/-kwB7N2FQBhEiOJ8ilgEsw/o.jpg,False,"{'address1': '146 Orchard St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['146 Orchard St', 'New York, NY 10002']}",Parish New York,+12127060050,,4.5,8,"['pickup', 'delivery']",https://www.yelp.com/biz/parish-new-york-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
22,hudson-and-charles-dinette-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 40.73394, 'longitude': -74.00608}",(929) 600-5222,8975.518056969799,OelNq5y7qOkWtRG-TuersA,https://s3-media4.fl.yelpcdn.com/bphoto/gjztKx49qvp2Rvrvj_DeNg/o.jpg,False,"{'address1': '522 Hudson St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['522 Hudson St', 'New York, NY 10014']}",Hudson & Charles Dinette,+19296005222,,4.0,17,[],https://www.yelp.com/biz/hudson-and-charles-dinette-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
23,sonnyboy-new-york,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'australian', 'title': 'Australian'}]","{'latitude': 40.72052, 'longitude': -73.9901}",,7126.0379062240245,Pu0AKdb_fSg0S_crsIp0uw,https://s3-media3.fl.yelpcdn.com/bphoto/xnESm4XZWnIRjazu_aw8PQ/o.jpg,False,"{'address1': '65 Rivington St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['65 Rivington St', 'New York, NY 10002']}",Sonnyboy,,,4.5,20,[],https://www.yelp.com/biz/sonnyboy-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
24,the-cabin-nyc-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.72393, 'longitude': -73.98383}",(212) 777-0454,7383.625487627005,J3NT61-AH5d5Gu5tFJhYSw,https://s3-media2.fl.yelpcdn.com/bphoto/dc54M8OrhvbJLRkuSmdmHw/o.jpg,False,"{'address1': '205 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['205 E 4th St', 'New York, NY 10009']}",The Cabin NYC,+12127770454,,4.0,35,[],https://www.yelp.com/biz/the-cabin-nyc-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
25,mint-kitchen-new-york-5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 40.73345, 'longitude': -73.99301}",(646) 905-3720,8584.34381594765,GAkArzcWxyXsqdE1PbPaqA,https://s3-media3.fl.yelpcdn.com/bphoto/J57i4px3LZOwy-AKVYZi5A/o.jpg,False,"{'address1': '83 University Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['83 University Pl', 'New York, NY 10003']}",Mint Kitchen,+16469053720,$$,4.0,26,[],https://www.yelp.com/biz/mint-kitchen-new-york-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
26,sugarfish-by-sushi-nozawa-new-york-2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.72511, 'longitude': -74.00358}",(212) 847-7464,7987.411686254287,dskDbpvA0hI_7RjtoL6IKA,https://s3-media3.fl.yelpcdn.com/bphoto/WC4k6WZPmcy6ixXSzEGk-w/o.jpg,False,"{'address1': '202 Spring St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['202 Spring St', 'New York, NY 10012']}",SUGARFISH by sushi nozawa,+12128477464,,4.5,9,[],https://www.yelp.com/biz/sugarfish-by-sushi-nozawa-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
27,violet-new-york-3,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72473, 'longitude': -73.983686}",(646) 850-5900,7465.709002570471,xTTINi6XWgvSd_dzo8Xkeg,https://s3-media2.fl.yelpcdn.com/bphoto/6SShZc8jeuEqYIS5nDPKuw/o.jpg,False,"{'address1': '511 E 5th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['511 E 5th St', 'New York, NY 10009']}",Violet,+16468505900,,3.5,25,[],https://www.yelp.com/biz/violet-new-york-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
28,gran-tivoli-new-york-2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.72104, 'longitude': -73.99783}",(212) 680-5600,7384.569037995803,5EmZzIWxYCrc1KOnbA78-w,https://s3-media1.fl.yelpcdn.com/bphoto/vyN-CbRrTU-JP9JhEZEuHQ/o.jpg,False,"{'address1': '406 Broome St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['406 Broome St', 'New York, NY 10013']}",Gran Tivoli,+12126805600,,5.0,4,[],https://www.yelp.com/biz/gran-tivoli-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
29,sofias-taqueria-staten-island,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.61884, 'longitude': -74.069421273585}",(929) 308-2324,9674.757347397726,reikN8SndmL5QAYl_qHm3g,https://s3-media2.fl.yelpcdn.com/bphoto/-uIvXBqthfLSLqnV8QC1Rw/o.jpg,False,"{'address1': '977 Bay St', 'address2': '', 'address3': None, 'city': 'Staten Island', 'zip_code': '10306', 'country': 'US', 'state': 'NY', 'display_address': ['977 Bay St', 'Staten Island, NY 10306']}",Sofia's Taqueria,+19293082324,$$,3.5,55,[],https://www.yelp.com/biz/sofias-taqueria-staten-island?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
30,sauce-pizzeria-new-york-5,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7204894, 'longitude': -73.98927}",(917) 675-7240,7109.3322847066,H_Q1dEqnrz7GzQiArdsrNw,https://s3-media3.fl.yelpcdn.com/bphoto/7N9pnpiO7AmA01GvkPYk3g/o.jpg,False,"{'address1': '84 Rivington St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['84 Rivington St', 'New York, NY 10002']}",Sauce Pizzeria,+19176757240,,4.5,7,"['pickup', 'delivery']",https://www.yelp.com/biz/sauce-pizzeria-new-york-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
31,the-pho-3-new-york,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'latitude': 40.73532, 'longitude': -74.00205}",,9000.679440181944,Nmh-CXOo7fKWOCkPpc5ZpQ,https://s3-media4.fl.yelpcdn.com/bphoto/Wr4t5kwvClCVisW0kmNPeg/o.jpg,False,"{'address1': '156 7th Ave S', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['156 7th Ave S', 'New York, NY 10014']}",The Pho 3,,,4.5,7,"['pickup', 'delivery']",https://www.yelp.com/biz/the-pho-3-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
32,burgerim-brooklyn,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.62105, 'longitude': -74.0258}",(347) 662-6000,6469.334940896539,ncdxmlMsCdYHNaMrLvoU0A,https://s3-media3.fl.yelpcdn.com/bphoto/PHI-TA0x8Z5dW9-yojlT2Q/o.jpg,False,"{'address1': '518 86th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['518 86th St', 'Brooklyn, NY 11209']}",Burgerim,+13476626000,,3.0,6,"['pickup', 'delivery']",https://www.yelp.com/biz/burgerim-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
33,this-is-gyro-new-york,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.71571, 'longitude': -74.0075}",(646) 559-0656,7180.437780160864,CMaKcJbkj-hn1We0ecVt3Q,https://s3-media2.fl.yelpcdn.com/bphoto/7jzL_65YZyxrDVq6NburEg/o.jpg,False,"{'address1': '178A Church St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['178A Church St', 'New York, NY 10013']}",This Is Gyro,+16465590656,,4.5,18,"['pickup', 'delivery']",https://www.yelp.com/biz/this-is-gyro-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
34,mezcal-kitchen-jc-jersey-city,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.73428, 'longitude': -74.0591}",(201) 918-5803,11410.944644626892,GauXFEjAMUY1cy-Hr3aWuA,https://s3-media4.fl.yelpcdn.com/bphoto/7orpBrcye7rAp1cNyZTu7g/o.jpg,False,"{'address1': '665-A Newark Ave', 'address2': None, 'address3': '', 'city': 'Jersey City', 'zip_code': '07306', 'country': 'US', 'state': 'NJ', 'display_address': ['665-A Newark Ave', 'Jersey City, NJ 07306']}",Mezcal Kitchen JC,+12019185803,,4.0,28,"['pickup', 'delivery']",https://www.yelp.com/biz/mezcal-kitchen-jc-jersey-city?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
35,bubbleology-new-york-2,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.7271610773145, 'longitude': -73.9854496991864}",(646) 998-4114,7759.241737255955,PGAO3imXwKnQHvQrNKOldg,https://s3-media2.fl.yelpcdn.com/bphoto/-8CVDvkkimYoUrJg00nidw/o.jpg,False,"{'address1': '120 1/2 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['120 1/2 1st Ave', 'New York, NY 10009']}",Bubbleology,+16469984114,,4.5,9,[],https://www.yelp.com/biz/bubbleology-new-york-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
36,the-ashford-jersey-city-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.72028, 'longitude': -74.04422}",(201) 356-9956,9417.432202302356,fWqFQUQoh8iUhdSL8QlQsQ,https://s3-media4.fl.yelpcdn.com/bphoto/eFycM_HKWjzXPQE8RdmKdQ/o.jpg,False,"{'address1': '145 Newark Ave', 'address2': '', 'address3': None, 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['145 Newark Ave', 'Jersey City, NJ 07302']}",The Ashford,+12013569956,,3.5,86,[],https://www.yelp.com/biz/the-ashford-jersey-city-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
37,gfg-bakery-new-york-6,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.70592, 'longitude': -74.01302}",(212) 452-6119,6495.411921242243,pmpGjbZ1fy909wtQE6znYg,https://s3-media3.fl.yelpcdn.com/bphoto/CVxV7vCBE3DPBZMPtQlR0A/o.jpg,False,"{'address1': '32 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['32 Broadway', 'New York, NY 10006']}",GFG Bakery,+12124526119,,4.5,16,"['pickup', 'delivery']",https://www.yelp.com/biz/gfg-bakery-new-york-6?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
38,thrills-by-chloe-new-york,"[{'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 40.72662, 'longitude': -73.99435}",(347) 620-9620,7877.767564707748,AcZy2f9QqujYjZxSbvDKSg,https://s3-media1.fl.yelpcdn.com/bphoto/HOaQb3hiX7hqrznbZwWhPA/o.jpg,False,"{'address1': '11 Bond St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['11 Bond St', 'New York, NY 10001']}",Thrills by CHLOE.,+13476209620,,4.5,5,[],https://www.yelp.com/biz/thrills-by-chloe-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
39,empire-gyro-new-york,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'turkish', 'title': 'Turkish'}]","{'latitude': 40.72246, 'longitude': -73.98856}",(212) 702-8682,7304.4806455289345,RneXujwL5Cx0dCTVCSbHYw,https://s3-media3.fl.yelpcdn.com/bphoto/NEafNv8XbgfJMQRT9uHMLA/o.jpg,False,"{'address1': '200 Allen St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['200 Allen St', 'New York, NY 10002']}",Empire Gyro,+12127028682,,3.5,19,"['pickup', 'delivery']",https://www.yelp.com/biz/empire-gyro-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
40,luxamor-nyc-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]","{'latitude': 40.72887, 'longitude': -74.00082}",,8288.878963665105,eMljcmgJIeJF7t4UvMMT7Q,https://s3-media3.fl.yelpcdn.com/bphoto/k75M1nfxBL64RSOpNznFSg/o.jpg,False,"{'address1': '176 Bleecker St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['176 Bleecker St', 'New York, NY 10012']}",Luxamor NYC,,$,4.0,51,[],https://www.yelp.com/biz/luxamor-nyc-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
41,dig-inn-new-york-35,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.72829, 'longitude': -73.99453}",(646) 905-2751,8059.887299036803,ZPOqgLIM-RyJNWm_RWKbfw,https://s3-media1.fl.yelpcdn.com/bphoto/V0jbV39Jc9d9GKjhICdB5g/o.jpg,False,"{'address1': '691 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['691 Broadway', 'New York, NY 10012']}",Dig Inn,+16469052751,,3.5,11,[],https://www.yelp.com/biz/dig-inn-new-york-35?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
42,her-name-was-carmen-new-york,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.72373, 'longitude': -74.00412}",(917) 262-0107,7859.875164180372,lic6A0SA8HS_98R03QtSaw,https://s3-media3.fl.yelpcdn.com/bphoto/KJ5xyeFJ0yfAg-NU28fEnw/o.jpg,False,"{'address1': '527 Broome St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['527 Broome St', 'New York, NY 10013']}",Her name was Carmen,+19172620107,,3.0,32,[],https://www.yelp.com/biz/her-name-was-carmen-new-york?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,yes
