category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Bars,,,,Full Bar,Hipster,Average,(347) 889-7793,FALSE,Burnside,https://www.yelp.com/biz/burnside-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,102,5,,,,,no,40.71087,-73.95084,506 Grand St,,,Brooklyn,11211,US,NY
Cocktail Bars,,,,Full Bar,,,(347) 725-3337,FALSE,Crystal Lake Brooklyn,https://www.yelp.com/biz/crystal-lake-brooklyn-brooklyn?osq=crystal+lake,$$,5,18,5,,, restaurant_reservation,,no,40.71153,-73.9464,647 Grand St,,,Brooklyn,11211,US,NY
Wine Bars ,Music Venues,BeerBar,,Beer & Wine Only,Casual,Loud,(347) 915-1080,FALSE,Bed-Vyne Brew,https://www.yelp.com/biz/bed-vyne-brew-brooklyn-3?osq=Bed-Vyne+Brew,$$,4,87,4,,, restaurant_reservation,,no,40.6847873,-73.9445191,370 Tompkins Ave,,,Brooklyn,11216,US,NY
Tattoo ,Bars,Piercing,,Full Bar,,Quiet,(718) 284-4029,FALSE,Forever Ink Bar & Tattoo Shop,https://www.yelp.com/biz/forever-ink-bar-and-tattoo-shop-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,34,5,,,,,no,40.64528954,-73.95791444,1051 Flatbush Ave,,,Brooklyn,11226,US,NY
Bars,,,,Full Bar,Casual,Average,(718) 387-6296,FALSE,The Gibson,https://www.yelp.com/biz/the-gibson-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,84,4,,,,,no,40.720268,-73.955467,108 Bedford Ave,,Corner of N. 11th Street,Brooklyn,11211,US,NY
Bars,,,,Full Bar,Hipster,Average,(718) 576-6136,FALSE,The Three Diamond Door,https://www.yelp.com/biz/the-three-diamond-door-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,116,5,,,,,no,40.70345735,-73.92619356,211 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Dive Bars,,,,Full Bar,Divey,Average,(718) 384-9539,FALSE,Greenpoint Tavern,https://www.yelp.com/biz/greenpoint-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,138,4,,,,,no,40.71774292,-73.95814514,188 Bedford Ave,,,Brooklyn,11211,US,NY
Lounges ,Cocktail Bars,,,Full Bar,"Hipster, Casual, Trendy, Intimate",Average,(718) 484-3847,FALSE,Ode To Babel,https://www.yelp.com/biz/ode-to-babel-prospect-heights-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,91,5,,,,,no,40.679182,-73.964517,772 Dean St,,,Prospect Heights,11238,US,NY
Bars ,Breweries,,,Full Bar,Casual,Average,(917) 909-0271,FALSE,Threes @ Franklin & Kent,https://www.yelp.com/biz/threes-franklin-and-kent-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,33,1,,, restaurant_reservation,,no,40.73025,-73.95781,113 Franklin St,,,Brooklyn,11222,US,NY
Bars,,,,Full Bar,Hipster,Average,(718) 399-2240,FALSE,The Fulton Grand,https://www.yelp.com/biz/the-fulton-grand-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,106,5,,,,,no,40.68254,-73.96146,1011 Fulton St,,,Brooklyn,11238,US,NY
Cocktail Bars,,,,,,,(917) 909-1093,FALSE,Rockwell Place,https://www.yelp.com/biz/rockwell-place-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,7,5,,,,,no,40.68903,-73.97928,31 Rockwell Pl,,,Brooklyn,11217,US,NY
Bars ,Music Venues,,,Full Bar,Divey,Loud,(212) 555-1212,FALSE,Skinny Dennis,https://www.yelp.com/biz/skinny-dennis-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,201,5,,,,,no,40.715863,-73.962168,152 Metropolitan Ave,,,Brooklyn,11211,US,NY
Bars,,,,Full Bar,,Average,(718) 230-8393,FALSE,Soda Bar,https://www.yelp.com/biz/soda-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,328,3,,,,,no,40.67823,-73.96835,629 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Pubs ,American (Traditional),,,,,,(718) 788-1756,FALSE,Park Slope Ale House,https://www.yelp.com/biz/park-slope-ale-house-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,16,4,,pickup,,,no,40.67061,-73.9819799,356 6th Ave,,,Brooklyn,11215,US,NY
Bars ,Music Venues,American(Traditional),,Full Bar,"Hipster, Casual",Average,(718) 821-1100,FALSE,Starr Bar,https://www.yelp.com/biz/starr-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,34,5,,,,,no,40.70513845,-73.9230539,214 Starr St,,,Brooklyn,11237,US,NY
Bars,,,,Full Bar,Hipster,Loud,(718) 349-2901,FALSE,Broken Land,https://www.yelp.com/biz/broken-land-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,62,3,,,,,no,40.729515,-73.957791,105 Franklin St,,,Brooklyn,11222,US,NY
Bars,,,,Full Bar,"Hipster, Casual",Average,(347) 227-8196,FALSE,Skylark Bar,https://www.yelp.com/biz/skylark-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,99,4,,,,,no,40.667759,-73.987106,477 5th Ave,,,Brooklyn,11215,US,NY
Bars,,,,Full Bar,Casual,Average,,FALSE,Parklife,https://www.yelp.com/biz/parklife-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,60,5,,, restaurant_reservation,,no,40.6789343,-73.983069,636 Degraw St,,,Brooklyn,11217,US,NY
Bars ,Music Venues,,,Full Bar,Divey,Very Loud,,FALSE,Saint Vitus,https://www.yelp.com/biz/saint-vitus-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,133,5,,,,,no,40.73678,-73.95517,1120 Manhattan Ave,,,Brooklyn,11222,US,NY
Wine Bars ,Coffee & Tea,CocktailBars,,Full Bar,,,(718) 788-0366,FALSE,Kindred Spirits,https://www.yelp.com/biz/kindred-spirits-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,5,2,5,,,,,no,40.6718,-73.98678,278A 6th St,,,Brooklyn,11215,US,NY
Cafes ,Music Venues,Bars,,Full Bar,Hipster,Quiet,(917) 966-8500,FALSE,Bushwick Public House,https://www.yelp.com/biz/bushwick-public-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,51,5,,pickup,,,no,40.69801,-73.92477,1288 Myrtle Ave,,,Brooklyn,11221,US,NY
Beer,alias: beerbar,,,Full Bar,"Hipster, Casual",Average,(718) 552-2330,FALSE,The Sampler,https://www.yelp.com/biz/the-sampler-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,89,5,,pickup,restaurant_reservation,,no,40.70552,-73.922318,234 Starr St,,,Brooklyn,11237,US,NY
Dive Bars,,,,Full Bar,,Loud,,FALSE,Imperial Bikers M C,https://www.yelp.com/biz/imperial-bikers-m-c-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,5,3,5,,,,,no,40.67613,-73.956294,652 Franklin Ave,,,Brooklyn,11238,US,NY
Dive Bars,,,,Full Bar,,,,FALSE,The Drift,https://www.yelp.com/biz/the-drift-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,30,5,,,,,no,40.72154236,-73.94249725,579 Meeker Ave,,,Brooklyn,11222,US,NY
Cocktail Bars,,,,Full Bar,,,(347) 587-2688,FALSE,Halsey Bar And Grill,https://www.yelp.com/biz/halsey-bar-and-grill-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,23,5,,,,,no,40.63238187,-73.93394072,4404 Avenue H,,,Brooklyn,11234,US,NY
Breweries,,,,,,Average,(718) 564-9767,FALSE,Grimm Artisanal Ales,https://www.yelp.com/biz/grimm-artisanal-ales-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,50,5,,,,,no,40.714256,-73.9365791,990 Metropolitan Ave,,,Brooklyn,11211,US,NY
Venues & Event Spaces ,Pubs,,,,,,(718) 821-2580,FALSE,Rose Gold,https://www.yelp.com/biz/rose-gold-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,4,5,,,,,no,40.70719,-73.93186,96 Morgan Ave,,,Brooklyn,11237,US,NY
Breweries,,,,,,,(347) 766-1601,FALSE,Brooklyn Kura,https://www.yelp.com/biz/brooklyn-kura-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,26,4,,pickup,,,no,40.657123,-74.00632,68 34th St,,,Brooklyn,11232,US,NY
Bars ,Mediterranean,,,Full Bar,Casual,,(347) 916-0286,FALSE,Four Five Six,https://www.yelp.com/biz/four-five-six-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,37,5,,pickup,restaurant_reservation,,no,40.71911636,-73.94312049,199 Richardson St,,,Brooklyn,11222,US,NY
Dive Bars,,,,Full Bar,Divey,,(718) 252-2435,FALSE,Starlite Lounge,https://www.yelp.com/biz/starlite-lounge-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,15,1,,,,,no,40.62376,-73.97563,1213 McDonald Ave,,,Brooklyn,11230,US,NY
Pubs,,,,Full Bar,Casual,Average,(718) 488-0430,FALSE,The Brazen Head,https://www.yelp.com/biz/the-brazen-head-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,118,2,,, restaurant_reservation,,no,40.689235,-73.991653,228 Atlantic Ave,,,Brooklyn,11201,US,NY
Bars,,,,Full Bar,Casual,Average,(718) 386-5300,FALSE,Tradesman,https://www.yelp.com/biz/tradesman-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,115,4,,,,,no,40.7082253,-73.9400793,222 Bushwick Ave,,,Brooklyn,11206,US,NY
Breweries ,Beer Bar,,,Beer & Wine Only,"Hipster, Casual",Average,(718) 288-2891,FALSE,Kings County Brewers Collective,https://www.yelp.com/biz/kings-county-brewers-collective-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,81,5,,pickup,,,no,40.70607388,-73.92360547,381 Troutman St,,,Brooklyn,11237,US,NY
Pubs,,,,Full Bar,,Average,,FALSE,Marco's,https://www.yelp.com/biz/marcos-brooklyn-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,12,5,,,,,no,40.69473,-73.93096,1071 Bdwy,,,Brooklyn,11221,US,NY
Cocktail Bars ,Cabaret,,,Full Bar,Intimate,Average,(866) 811-4111,FALSE,XIV,https://www.yelp.com/biz/xiv-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,53,4,,, restaurant_reservation,,no,40.7060529,-73.9233777,383 Troutman St,,,Brooklyn,11237,US,NY
Bars,,,,,,,(347) 529-4321,FALSE,Bar Laika by e-flux,https://www.yelp.com/biz/bar-laika-by-e-flux-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,5,5,,,,,no,40.68703,-73.96209,224 Greene Ave,,,Brooklyn,11238,US,NY
Sports Bars,,,,Full Bar,Casual,,(347) 663-9316,FALSE,Finn's Corner,https://www.yelp.com/biz/finns-corner-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,24,5,,,,,no,40.67839,-73.96421,660 Washington Ave,,,Brooklyn,11238,US,NY
Beer Bar,,,,Beer & Wine Only,"Hipster, Casual",Average,,FALSE,Gold Star Beer Counter,https://www.yelp.com/biz/gold-star-beer-counter-prospect-heights?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,64,5,,,,,no,40.67521041,-73.96676235,176 Underhill Ave,,,Prospect Heights,11238,US,NY
Lounges,,,,Full Bar,,,(347) 240-9591,FALSE,Happiness Lounge,https://www.yelp.com/biz/happiness-lounge-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,4,5,,,,,no,40.67025,-73.93004,1458 St Johns Pl,,,Brooklyn,11213,US,NY
Dive Bars,,,,Full Bar,Divey,,,FALSE,Alibi,https://www.yelp.com/biz/alibi-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,91,4,,,,,no,40.6893199,-73.9694748,242 Dekalb Ave,,,Brooklyn,11205,US,NY
Bars,,,,Full Bar,,,(718) 260-8207,FALSE,68 Jay St Bar,https://www.yelp.com/biz/68-jay-st-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3,87,5,,,,,no,40.70269,-73.9868,68 Jay St,,,Brooklyn,11201,US,NY
Bars ,Burgers,,,Full Bar,,,,FALSE,Easy Lover,https://www.yelp.com/biz/easy-lover-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,1,4,,,,,no,40.71459,-73.94254,790 Metropolitan Ave,,,Brooklyn,11211,US,NY
Bars,,,,Full Bar,"Hipster, Trendy",Average,(718) 460-8006,FALSE,The Ides Bar,https://www.yelp.com/biz/the-ides-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,218,4,,, restaurant_reservation,,no,40.7219786,-73.9579636,80 Wythe Ave,,,Brooklyn,11249,US,NY
Dive Bars ,Cocktail Bars,,,Full Bar,Hipster,Average,(347) 627-9985,FALSE,Pearl's Social & Billy Club,https://www.yelp.com/biz/pearls-social-and-billy-club-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,119,4,7/12/2011,,,,no,40.70717,-73.92127,40 Saint Nicholas Ave,,,Brooklyn,11237,US,NY
Lounges ,Sports Bars,,,,,,(718) 827-7007,FALSE,Oracle Lounge,https://www.yelp.com/biz/oracle-lounge-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,6,5,,,,,no,40.67795,-73.88583,2937 Atlantic Ave,,,Brooklyn,11207,US,NY
Bars,,,,Full Bar,,,,FALSE,Diamond Lil,https://www.yelp.com/biz/diamond-lil-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,18,5,,,,,no,40.72551,-73.94614,179 Nassau Ave,,,Brooklyn,11222,US,NY
Pubs ,Sports Bars,Breweries,,Full Bar,Casual,Average,(718) 389-5050,FALSE,Keg & Lantern Brewing Company,https://www.yelp.com/biz/keg-and-lantern-brewing-company-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,234,5,,pickup,,,no,40.724117,-73.95037,97 Nassau Ave,,,Brooklyn,11222,US,NY
Lounges,,,,Full Bar,,,(718) 284-1185,FALSE,Michelle's Cocktail Lounge,https://www.yelp.com/biz/michelles-cocktail-lounge-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,10,4,,,,,no,40.64776,-73.95601,2294 Bedford Ave,,,Brooklyn,11226,US,NY
Bars ,American (Traditional),,,Full Bar,Hipster,Average,(347) 497-0550,FALSE,Project Parlor,https://www.yelp.com/biz/project-parlor-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,95,5,,pickup,,,no,40.69467926,-73.95305634,742 Myrtle Ave,,,Brooklyn,11205,US,NY
Whiskey Bars ,Beer Bar,,,Full Bar,Casual,Average,(347) 725-4386,FALSE,The Big Whiskey,https://www.yelp.com/biz/the-big-whiskey-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,39,4,,,restaurant_reservation,,no,40.71094279,-73.95034947,524 Grand St,,,Brooklyn,11211,US,NY
Bars,,,,Full Bar,Casual,Average,(718) 483-9884,FALSE,Fine Time,https://www.yelp.com/biz/bar-bruno-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,17,5,8/18/2011,pickup,restaurant_reservation,delivery,no,40.7007448,-73.93009862,84 Central Ave,,,Brooklyn,11206,US,NY
Bars,,,,Full Bar,,,(929) 433-7368,FALSE,Hart Bar,https://www.yelp.com/biz/hart-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,22,5,,,,,no,40.69637,-73.92998,538 Hart St,,,Brooklyn,11221,US,NY
Cocktail Bars,,,,,,,(347) 689-3860,FALSE,grand republic cocktail club,https://www.yelp.com/biz/grand-republic-cocktail-club-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,20,,,,,,no,40.72970317,-73.95986405,19 Greenpoint Ave,,,Brooklyn,11222,US,NY
Cocktail Bars,,,,Full Bar,Casual,Average,(347) 853-8687,FALSE,Robert,https://www.yelp.com/biz/robert-boerum-hill?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,47,5,,,,,no,40.68659,-73.98517,104 Bond St,,,Boerum Hill,11217,US,NY
French ,Cocktail Bars,,,Full Bar,"Casual, Classy",Average,(718) 858-5641,FALSE,La Cigogne,https://www.yelp.com/biz/la-cigogne-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,329,5,,pickup,restaurant_reservation, delivery ,no,40.683501,-73.999304,215 Union St,,,Brooklyn,11231,US,NY
Pubs ,Sports Bars,,,Full Bar,,,(718) 745-4277,FALSE,The Harp,https://www.yelp.com/biz/the-harp-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,31,5,,,,,no,40.6298,-74.02864,7710 3rd Ave,,,Brooklyn,11209,US,NY
Cocktail Bars ,Lounges,American(Traditional),,Full Bar,Casual,Average,(917) 893-9933,FALSE,Maxwell's Restaurant Bar,https://www.yelp.com/biz/maxwells-restaurant-bar-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,9,4,,pickup,restaurant_reservation,,no,40.67087718,-73.94200501,259 Kingston Ave,Ste A,,Brooklyn,11213,US,NY
Cocktail Bars ,American (New),Salad,,Full Bar,"Hipster, Casual",Loud,(718) 384-2904,FALSE,Loosie Rouge,https://www.yelp.com/biz/loosie-rouge-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,73,5,,pickup,,,no,40.71102,-73.96489,91 S 6th St,,,Brooklyn,11249,US,NY
Bars ,Tapas/Small Plates,American(New),,Full Bar,Casual,Average,(718) 782-8370,FALSE,Lo-Res Bar,https://www.yelp.com/biz/lo-res-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,14,4,,pickup,,,no,40.715984,-73.962577,136 Metropolitan Ave,,,Brooklyn,11249,US,NY
Lounges ,Cocktail Bars,,,Full Bar,Casual,Average,(917) 909-1542,FALSE,Pokito,https://www.yelp.com/biz/pokito-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,85,5,,pickup,, delivery ,no,40.71162,-73.96184,155 S 4th St,,,Brooklyn,11211,US,NY
Bars,,,,,,,(347) 799-1449,FALSE,duckduck,https://www.yelp.com/biz/duckduck-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,1,5,,,,,no,40.72074948,-73.96207508,161 Montrose Ave,,,Brooklyn,11206,US,NY
Dive Bars ,Sports Bars,,,Full Bar,Divey,Very Loud,,FALSE,Brass Rail,https://www.yelp.com/biz/brass-rail-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,16,4,,,restaurant_reservation,,no,40.58885,-73.94754,2123 Ave Z,,,Brooklyn,11235,US,NY
Cocktail Bars ,American (New),Lounges,,Full Bar,"Hipster, Casual",Loud,(347) 227-8515,FALSE,Trophy Bar,https://www.yelp.com/biz/trophy-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,182,4,,pickup,restaurant_reservation, delivery ,no,40.707908,-73.95565,351 Broadway,,,Brooklyn,11211,US,NY
Bars,,,,Full Bar,,,,FALSE,Horses and Divorces,https://www.yelp.com/biz/horses-and-divorces-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,20,5,,,,,no,40.71405,-73.96131,285 Bedford Ave,,,Brooklyn,11211,US,NY
