category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Grocery ,Delis,,,,,,(718) 783-2028,FALSE,LG Gourmet Deli,,,,4.5,2,,, pickup ,,delivery,no,40.6897088,-73.9568942,301 Franklin Ave,,,Brooklyn,11205,US,NY
Grocery,,,,,,,(718) 998-9462,FALSE,A & B Grocery,,,,5,1,,,,,,no,40.60196,-73.97207,353 Ave S,,,Brooklyn,11223,US,NY
Grocery,,,,,,,(718) 782-6300,FALSE,CTown Supermarkets,,,$$,2,47,,,,,,no,40.71237,-73.9572,130 Havemeyer St,,,Brooklyn,11211,US,NY
Sandwiches ,Salad,Delis,,,,,(929) 250-2270,FALSE,Smith Gourmet Deli,,,$,5,19,,,,,,no,40.68751,-73.99007,126 Smith St,,,Brooklyn,11201,US,NY
Delis ,Grocery,,,,,,(347) 663-4643,FALSE,Good Partners Deli Grocery,,,,4,3,,,,,,no,40.69477156,-73.95249031,158 Nostrand Ave,,,Brooklyn,11205,US,NY
Grocery,,,,,,,,FALSE,Washington Deli & Grocery,,,$,3.5,2,,,,,,no,40.68287,-73.96456,912 Fulton St,,,Brooklyn,11238,US,NY
Grocery ,Organic Stores,,,,,,(347) 599-1162,FALSE,Mr. Berry,,,$,4.5,19,,,,,,no,40.72993191,-73.95395413,892 Manhattan Ave,,,Greenpoint,11222,US,NY
Grocery,,,,,,,(718) 833-9444,FALSE,Lucky 77 Salumeria,,,$,4,1,,,,,,no,40.616,-74.01212,8220 13th Ave,,,Brooklyn,11228,US,NY
Diners ,Grocery,,,,,,(718) 389-1516,FALSE,Christina's Deli & Grocery,,,,5,1,,,,,,no,40.723232,-73.9449,162 Driggs Ave,,,Brooklyn,11222,US,NY
Fruits & Veggies,,,,,,,(718) 891-8449,FALSE,Sheepshead Bay Fruits & Vegetables,,,$$,3.5,67,,,,,,no,40.58838,-73.9517599,1717 Ave Z,,,Brooklyn,11235,US,NY
Grocery,,,,,,,(212) 691-2721,FALSE,Trader Joe's - SoHo,,,$$,4.5,43,,,,,,no,40.72569,-74.00487,233 Spring St,,,New York,10013,US,NY
Grocery,,,,,,,(718) 789-2201,FALSE,Green Broccoli Farm,,,$$,3,11,,,,,,no,40.6781387,-73.9549637,591 Franklin Ave,,,Crown Heights,11238,US,NY
Tacos ,Breakfast & Brunch,Grocery,,,,,(718) 788-4746,FALSE,Cordoba Deli & Grocery,,,,5,1,,,,,,no,40.6513599,-74.01139,4324 3rd Ave,,,Brooklyn,11232,US,NY
Grocery ,Bakeries,SushiBars,,,,,(718) 221-2144,FALSE,Empire Kosher Supermarket,,,$$,3.5,7,,,,,,no,40.66445203,-73.94438666,529 Empire Blvd,,,New York,11225,US,NY
Grocery ,Imported Food,,,,,,(718) 438-2195,FALSE,Ho Ho Market,,,,4,1,,,,,,no,40.63957,-74.00511,5215 8th Ave,,,Brooklyn,11220,US,NY
Convenience Stores,,,,,,,(718) 686-1788,FALSE,Da Hong Grocery,,,,4,1,,,,,,no,40.63429,-74.00344,5701 Fort Hamilton Pkwy,,,Brooklyn,11219,US,NY
Meat Shops ,Butcher,,,,,,(718) 624-0014,FALSE,Staubitz Market,,,$$,4.5,49,,,,,,no,40.6864599,-73.99409,222 Court St,,,Brooklyn,11201,US,NY
Delis,,,,,,,(718) 421-3242,FALSE,Sky High Deli Grocery,,,,4.5,3,,,,,,no,40.633815,-73.948028,2112 Nostrand Ave,,,East Flatbush,11210,US,NY
Grocery ,Delis,MeatShops,,,,,(718) 252-9527,FALSE,Paperific Supermarket,,,,4.5,2,,,,,,no,40.62137,-73.9647899,1482 Coney Island Ave,,,Brooklyn,11230,US,NY
Grocery,,,,,,,(718) 492-2141,FALSE,E & W Deli & Grocery,,,,4,1,,,,,,no,40.632053,-74.006706,6123 Fort Hamilton Pkwy,,,Brooklyn,11219,US,NY
Cheese Shops ,Sandwiches,,,,,,(718) 783-1250,FALSE,BKLYN Larder,,,$$,4,263,,, pickup ,,delivery,no,40.68050766,-73.9752655,228 Flatbush Ave,,,Brooklyn,11217,US,NY
Delis ,Sandwiches,,,,,,,FALSE,Rico Grocery And Deli,,,,5,1,,,,,,no,40.70156,-73.9186,201 Irving Ave,,,Brooklyn,11237,US,NY
Grocery,,,,,,,(718) 628-4816,FALSE,El Mercadito,,,$,5,2,,,,,,no,40.702011,-73.924476,274 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Grocery ,Latin American,,,,,,(718) 837-1284,FALSE,Tienda Guatemalteca,,,$$,4,3,,,,,,no,40.60355,-74.006096,1806 Bath Ave,,,Brooklyn,11214,US,NY
Grocery,,,,,,,(718) 438-0111,FALSE,Ocean Mini Mart,,,$$,4,3,,,,,,no,40.63258,-73.97292,3917 18th Ave,,,Brooklyn,11218,US,NY
Grocery,,,,,,,,FALSE,NetCost Market,,,,2.5,10,,,,,,no,40.58546319,-73.94896563,3100 Ocean Ave,,,Brooklyn,11235,US,NY
Delis,,,,,,,(718) 951-6458,FALSE,Seven Brothers Deli & Grocery,,,,5,1,,,,,,no,40.62904,-73.944,1690 Flatbush Ave,,,Brooklyn,11210,US,NY
Grocery,,,,,,,(718) 389-5466,FALSE,Rivera Grocery Store,,,,5,1,,,,,,no,40.736026,-73.95549,1095 Manhattan Ave,,,Brooklyn,11222,US,NY
Grocery,,,,,,,(718) 282-4871,FALSE,Korner Deli And Grocery,,,$,5,1,,,,,,no,40.64994,-73.96121,1932 Church Ave,,,Brooklyn,11226,US,NY
Grocery,,,,,,,(718) 235-3247,FALSE,CTown Supermarkets,,,$$,1.5,9,,,,,,no,40.67884,-73.88846,2869 Fulton St,,,Brooklyn,11207,US,NY
Delis ,Mexican,,,,,,(718) 386-4555,FALSE,La Tapatia Deli Grocery,,,,4,4,,,,,,no,40.7025,-73.92506,254 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Grocery,,,,,,,(347) 916-1782,FALSE,Dean Organic Market,,,,5,1,,, pickup ,,delivery,no,40.68137,-73.97408,486 Dean St,,,Brooklyn,11217,US,NY
Specialty Food,,,,,,,(718) 748-2724,FALSE,Mandato Fruit Corporation,,,$,5,5,,,,,,no,40.63303,-74.02731,7220 3rd Ave,,,Brooklyn,11209,US,NY
Grocery,,,,,,,(718) 422-0477,FALSE,Cobble Hill Mini Mart,,,$,3.5,4,,,,,,no,40.68751,-73.99808,159 Baltic St,,,Brooklyn,11201,US,NY
Grocery,,,,,,,(718) 629-2100,FALSE,Fine Fare Supermarket,,,,1,2,,,,,,no,40.62379,-73.9272,1975 Utica Ave,,,Brooklyn,11234,US,NY
Meat Shops ,Grocery,,,,,,(718) 388-5700,FALSE,Marlow & Daughters,,,$$$,3.5,79,,,,,,no,40.71063,-73.96505,95 Broadway,,,Brooklyn,11211,US,NY
Grocery ,Fruits & Veggies,,,,,,(516) 456-5599,FALSE,Country Coco Inc,,,$$,4.5,4,,,,,,no,40.65063,-73.94812,3112 Church Ave,,,Brooklyn,11226,US,NY
Grocery ,Convenience Stores,,,,,,(718) 389-1600,FALSE,M & S Mini Mart,,,$,4.5,5,,,,,,no,40.72571182,-73.95220184,711 Manhattan Ave,,,Brooklyn,11222,US,NY
Grocery,,,,,,,(718) 531-0205,FALSE,America's Food Basket Golden Mango,,,$$,2,18,,,,,,no,40.63694,-73.89229,1871 Rockaway Pkwy,,,Brooklyn,11236,US,NY
Butcher ,Grocery,SpecialtyFood,,,,,(718) 513-3099,FALSE,Abassi Middle Eastern Grocery,,,,5,1,,,,,,no,40.60392858,-74.00592765,1801 Bath Ave,,,Brooklyn,11214,US,NY
Grocery ,Fruits & Veggies,SeafoodMarkets,,,,,(718) 782-3888,FALSE,Green Corner Fish & Farmers Market,,,,3,5,,,,,,no,40.70124,-73.9407,801 Flushing Ave,,,Brooklyn,11206,US,NY
Seafood Markets,,,,,,,(718) 638-1910,FALSE,Mermaid's Garden,,,$$$,3.5,33,,,,,,no,40.6768287,-73.9691818,644 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Grocery,,,,,,,,FALSE,Sutter Express Deli Corp,,,,3,1,,,,,,no,40.6679258,-73.9061194,361 Sutter Ave,,,Brooklyn,11212,US,NY
Sandwiches ,Meat Shops,Delis,,,,,(718) 636-4805,FALSE,Honey Baked Ham Company,,,$$,3.5,14,,, pickup ,,delivery,no,40.68017805,-73.94454913,1413 Fulton Street,,,Brooklyn,11216,US,NY
Convenience Stores ,Mexican,,,,,,(718) 782-3797,FALSE,Mexico 2000 Grocery,,,$,4,65,,,,,,no,40.707683,-73.955017,367 Broadway,,,Brooklyn,11211,US,NY
Grocery,,,,,,,(718) 745-0314,FALSE,Best Way Food,,,,4,1,,,,,,no,40.632911,-74.021568,6928 5th Ave,,,Brooklyn,11209,US,NY
Grocery ,Cafes,Sandwiches,,,,,(718) 768-8726,FALSE,Parkslope Deli and Grocery,,,,4,1,,,,,,no,40.66802262,-73.98083388,294 7th Ave,Ste A,,Park Slope,11215,US,NY
Grocery ,Fruits & Veggies,Delis,,,,,(718) 946-5400,FALSE,NetCost Market,,,$$,3,58,,,,,,no,40.57881561,-73.97490244,608 Sheepshead Bay Rd,,,Brooklyn,11224,US,NY
Grocery,,,,,,,,FALSE,Smith Grocery,,,$,4,1,,,,,,no,40.6792272,-73.99544456,350 Smith St,,,Carroll Gardens,11231,US,NY
Grocery,,,,,,,(718) 284-0001,FALSE,Saleh food Corp,,,,3,1,,,,,,no,40.6592,-73.96036,587 Flatbush Ave,,,Brooklyn,11225,US,NY
Grocery ,Delis,,,,,,(718) 625-0286,FALSE,Dekalb Deli,,,,4,2,,,,,,no,40.68972,-73.97846,106 Dekalb Ave,,,Brooklyn,11201,US,NY
Grocery ,Health Markets,,,,,,(718) 855-5511,FALSE,Khim's Millenium Market,,,$$,3,46,,,,,,no,40.69269,-73.98612,111 Lawrence St,,,New York,11201,US,NY
Grocery,,,,,,,(718) 615-1835,FALSE,Produce Market 2000,,,$$,3.5,32,,,,,,no,40.5997467,-73.94590759,2516 Ave U,,,Brooklyn,11229,US,NY
Grocery,,,,,,,(718) 385-0473,FALSE,CTown Supermarkets,,,$$,4,4,,,,,,no,40.672352,-73.894469,2115 Pitkin Ave,,,Brooklyn,11207,US,NY
Grocery ,Fruits & Veggies,,,,,,(718) 259-8850,FALSE,NetCost Market,,,$$$,3,24,,,,,,no,40.60565948,-74.00387573,8671 18th Ave,,,Brooklyn,11214,US,NY
Grocery ,Sushi Bars,,,,,,(718) 783-0038,FALSE,DNY Natural Land,,,$$$,3.5,31,,,,,,no,40.67703,-73.9725799,322 Flatbush Ave,,,Brooklyn,11238,US,NY
Grocery,,,,,,,(718) 625-0286,FALSE,A&J Grocery and Deli,,,$,3.5,3,,,,,,no,40.68981618,-73.97846349,106 Dekalb Ave,,,Brooklyn,11201,US,NY
Grocery,,,,,,,(718) 743-1900,FALSE,Kosher Palace Supermarket,,,$$,3.5,9,,,,,,no,40.60018,-73.94309,2818 Avenue U,,,Brooklyn,11229,US,NY
Fruits & Veggies,,,,,,,(718) 375-8590,FALSE,Fruits-A-Plenty,,,$$,4.5,8,,,,,,no,40.609004,-73.958035,1507 Kings Hwy,,,Brooklyn,11229,US,NY
Grocery,,,,,,,(718) 455-2336,FALSE,Polo Meat,,,$,3,1,,,,,,no,40.689254,-73.906097,624 Wilson Ave,,,Brooklyn,11207,US,NY
Delis ,Grocery,JuiceBars&Smoothies,,,,,(347) 627-2838,FALSE,New Way Natural Market & Deli,,,,3,8,,, pickup ,,delivery,no,40.6838399,-73.9441499,390 Tompkins Ave,,,Brooklyn,11216,US,NY
Grocery,,,,,,,(718) 439-6144,FALSE,Pioneer Supermarket,,,$$,2.5,8,,,,,,no,40.64156,-74.01422,5612 5th Ave,,,Brooklyn,11220,US,NY
Grocery,,,,,,,(718) 418-0655,FALSE,Tepeyac Deli Grocery,,,,3,1,,,,,,no,40.699619,-73.915939,264 Irving Ave,,,Brooklyn,11237,US,NY
Grocery ,Convenience Stores,,,,,,,FALSE,Aldi,,,$,3.5,44,,,,,,no,40.5914383,-73.9399567,3785 Nostrand Ave,,,New York,11235,US,NY
Farmers Market,,,,,,,(212) 788-7476,FALSE,Fort Greene Park Greenmarket,,,$$,4,22,,,,,,no,40.68990458,-73.97318959,Washington Park btw DeKalb & Willoughby,,,Brooklyn,11205,US,NY
Grocery,,,,,,,(718) 385-3266,FALSE,America's Food Basket,,,,1,1,,,,,,no,40.66837,-73.91886,1488 Pitkin Ave,,,Brooklyn,11212,US,NY
Grocery,,,,,,,(718) 708-6400,FALSE,B Town,,,,3,1,,,,,,no,40.64284802,-73.99479135,4214 10th Ave,,,Brooklyn,11219,US,NY
Grocery,,,,,,,(718) 567-0910,FALSE,Bravo Supermarket,,,$,3,2,,,,,,no,40.64667,-74.01267,4924 4th Ave,,,Brooklyn,11220,US,NY
Grocery,,,,,,,(718) 645-1476,FALSE,Met Food Markets,,,$$,2.5,10,,,,,,no,40.61362926,-73.9379006,3404 Quentin Rd,,,Brooklyn,11234,US,NY
Grocery,,,,,,,(718) 857-0104,FALSE,Greene Valley Market,,,$,3,1,,,,,,no,40.6868286,-73.9627228,216 1/2 Greene Ave,,,Brooklyn,11238,US,NY
Grocery,,,,,,,(718) 284-1188,FALSE,CTown Supermarkets,,,$$,2,2,,,,,,no,40.64128,-73.95661,1188 Flatbush Ave,,,Brooklyn,11226,US,NY
Fruits & Veggies ,Grocery,Florists,,,,,(718) 783-0002,FALSE,SJ Green Market,,,,2.5,2,,,,,,no,40.67256,-73.95715,767 Franklin Ave,,,Crown Heights,11238,US,NY
Grocery ,Tacos,,,,,,(718) 222-1719,FALSE,Chinantla,,,$,4,106,,, pickup ,,delivery,no,40.69464,-73.95747,657 Myrtle Ave,,,Brooklyn,11205,US,NY
Grocery ,Fruits & Veggies,,,,,,(347) 787-6255,FALSE,New Blueberry Farm,,,$$$,3,11,,,,,,no,40.67795,-73.9498799,602 Nostrand Ave,,,Brooklyn,11216,US,NY
Discount Store,,,,,,,(718) 965-2040,FALSE,Save On Fifth,,,$,4,50,,,,,,no,40.66984,-73.98557,421 5th Ave,,,Brooklyn,11215,US,NY
Grocery,,,,,,,(718) 934-7552,FALSE,M S Deli & Grocery,,,$,4,1,,,,,,no,40.59958,-73.95079,2013 Ave U,,,Brooklyn,11229,US,NY
Grocery,,,,,,,(718) 927-5770,FALSE,A & S Superette,,,,4,1,,,,,,no,40.647304,-73.907779,9423 Foster Ave,,,Brooklyn,11236,US,NY
Grocery,,,,,,,(718) 235-1798,FALSE,Fausto A Ramos Sutter Grocery Store,,,$,5,2,,,,,,no,40.67115,-73.88253,978 Sutter Ave,,,Brooklyn,11208,US,NY
Delis ,Convenience Stores,Grocery,,,,,(718) 953-1714,FALSE,Nostrand Deli & Grocery,,,,3,1,,,,,,no,40.6744431,-73.95001531,669 Nostrand Ave,,,Brooklyn,11216,US,NY
Meat Shops,,,,,,,(347) 365-2167,FALSE,Tepeyac Meat Grocery,,,$,4.5,3,,,,,,no,40.70352318,-73.92686449,191 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Nutritionists ,Vitamins & Supplements,HealthMarkets,,,,,(718) 645-2266,FALSE,Wealth Of Health,,,,5,1,,,,,,no,40.61797,-73.95849,1616 Avenue M,,,Brooklyn,11230,US,NY
Convenience Stores,,,,,,,(718) 221-5439,FALSE,Shantie Deli & Grocery,,,,3,1,,,,,,no,40.6547,-73.93925,787 Albany Ave,,,Brooklyn,11203,US,NY
Caterers ,Bakeries,MeatShops,,,,,(718) 372-4555,FALSE,Meat Supreme,,,$$,3.5,32,,,,,,no,40.59675,-73.97732,181 Avenue U,,,Brooklyn,11223,US,NY
Grocery ,Convenience Stores,,,,,,,FALSE,44 Grocery Deli & Grill,,,,3,1,,,,,,no,40.68348,-73.97928,44 4th Ave,,,Brooklyn,11217,US,NY
Grocery,,,,,,,(718) 241-4848,FALSE,CTown Supermarkets,,,$$,3.5,2,,,,,,no,40.6351881,-73.9135049,7924 Flatlands Ave,,,Brooklyn,11236,US,NY
Grocery,,,,,,,(718) 774-5645,FALSE,Fulton King Plaza Food,,,,1,1,,,,,,no,40.6793851,-73.9286969,1741 Fulton St,,,Brooklyn,11233,US,NY
Convenience Stores,,,,,,,,FALSE,Express Deli & Grocery,,,$,5,1,,,,,,no,40.70680724,-73.95060003,213 Union Ave,,,Brooklyn,11206,US,NY
Delis,,,,,,,(718) 346-8206,FALSE,A & A Grocery,,,,5,1,,,,,,no,40.66869,-73.89913,532 Sutter Ave,,,Brooklyn,11207,US,NY
Meat Shops,,,,,,,(718) 768-9676,FALSE,Jubilat Provisions,,,$$,4.5,33,,,,,,no,40.66386795,-73.99108887,608 5th Ave,,,Brooklyn,11215,US,NY
Meat Shops,,,,,,,(718) 236-0119,FALSE,Faicco's Pork Store,,,$$,5,71,,,,,,no,40.6282358,-74.0061208,6511 11th Ave,,,Brooklyn,11219,US,NY
Grocery,,,,,,,,FALSE,Smith+9th St. Grocery Deli,,,,1,2,,,,,,no,40.67687691,-74.0052257,35 9th St,,,Brooklyn,11231,US,NY
Delis,,,,,,,(718) 455-0201,FALSE,The Best Deli & Grocery,,,$,4.5,8,,,,,,no,40.69756,-73.93218,671 Bushwick Ave,,,Brooklyn,11221,US,NY
Grocery,,,,,,,(718) 369-0551,FALSE,One Stop Deli and Grocery,,,,5,2,,, pickup ,,delivery,no,40.66341,-73.99468,647 4th Ave,,,Brooklyn,11232,US,NY
Grocery,,,,,,,(718) 485-5581,FALSE,Primo Delicatessen,,,$,2,1,,,,,,no,40.671977,-73.89624,236 Pennsylvania Ave,,,Brooklyn,11207,US,NY
Grocery,,,,,,,(718) 284-2290,FALSE,Avenue D Grocery Incorporated,,,,5,1,,,,,,no,40.640701,-73.948805,1844 Nostrand Ave,,,Brooklyn,11226,US,NY
Delis ,Sandwiches,,,,,,(718) 462-4982,FALSE,Brooklyn's Natural Deli,,,,3,28,,, pickup ,,delivery,no,40.65272,-73.95968,2126 Caton Ave,,,Brooklyn,11226,US,NY
Cheese Shops ,Beer,alias:sandwiches,Sandwiches,,,,(718) 349-1432,FALSE,Eastern District,,,$$,4,66,,, pickup ,,delivery,no,40.73476,-73.95516,1053 Manhattan Ave,,,Brooklyn,11222,US,NY
Grocery,,,,,,,(718) 858-1924,FALSE,CTown Supermarkets,,,$$,3,1,,,,,,no,40.6759468,-74.0046305,57 Mills St,,,Brooklyn,11231,US,NY
Grocery ,Kosher,,,,,,(718) 436-6510,FALSE,Zion Kosher Market,,,$,4.5,7,,,,,,no,40.64116,-73.98595,3802 13th Ave,,,Brooklyn,11218,US,NY
Grocery,,,,,,,(718) 235-0444,FALSE,Associated Supermarket,,,$$,2.5,2,,,,,,no,40.67945,-73.89279,52 Arlington Ave,,,Brooklyn,11207,US,NY
Grocery,,,,,,,(718) 692-1770,FALSE,Marvin Food Store,,,,3,1,,,,,,no,40.62758,-73.93344,4402 Avenue J,,,Brooklyn,11234,US,NY
Grocery,,,,,,,(718) 387-5411,FALSE,Central Market,,,$,4.5,4,,,,,,no,40.706955,-73.9667587,50-54 Division Ave,,,New York,11211,US,NY
Grocery,,,,,,,(718) 642-1608,FALSE,Associated Supermarket,,,$$,3,16,,,,,,no,40.6475587,-73.8817837,1380 Pennsylvania Ave,,,Brooklyn,11239,US,NY
Delis,,,,,,,(718) 643-1361,FALSE,Brooklyn-Heights Deli,,,$$,4,39,,, pickup ,,delivery,no,40.69139099,-73.99624634,292 Henry St,,,Brooklyn,11201,US,NY
Grocery ,Butcher,SeafoodMarkets,,,,,(212) 925-5766,FALSE,Deluxe Food Market,,,$,4,221,,,,,,no,40.71801,-73.9962,79 Elizabeth St,,,New York,10013,US,NY
Grocery ,Delis,,,,,,(718) 789-8630,FALSE,Yafa Deli and Grocery,,,$,3.5,20,,,,,,no,40.683666,-73.967128,907 Fulton St,,,Brooklyn,11238,US,NY
Grocery,,,,,,,(646) 581-9261,FALSE,55 Fulton Market,,,$$,3,137,,,,,,no,40.70871766,-74.00479582,55 Fulton St,,,New York,10038,US,NY
Grocery,,,,,,,(718) 222-8405,FALSE,Moon Cafe,,,$,5,1,,,,,,no,40.685501,-73.981903,496 Atlantic Ave,,,Brooklyn,11217,US,NY
Delis,,,,,,,(718) 748-4944,FALSE,Hossain Deli & Grocery,,,,5,1,,,,,,no,40.61481625,-74.03457664,9801 3rd Ave,,,Brooklyn,11209,US,NY
Beer,,,,,,,(718) 388-7555,FALSE,The Wine Cave,,,$$,5,40,,,,,,no,40.69430191,-73.95613437,888 Bedford Ave,,,Brooklyn,11205,US,NY
Meat Shops,,,,,,,(718) 331-5911,FALSE,Romeo Brothers Meats & Foods,,,$$,4.5,50,,,,,,no,40.615793,-74.004798,7801 15th Ave,,,Brooklyn,11228,US,NY
Fruits & Veggies ,Grocery,ConvenienceStores,,,,,(718) 858-4343,FALSE,Associated Supermarket,,,$$,3,1,,,,,,no,40.67444712,-74.00735021,58 Lorraine St,,,Brooklyn,11231,US,NY
Specialty Food,,,,,,,(917) 476-9942,FALSE,Arora Creations,,,,5,1,,,,,,no,40.68381119,-73.96751404,895 Fulton Ave,,,Brooklyn,11238,US,NY
Cheese Shops ,Food Delivery Services,Caterers,,,,,(718) 596-2873,FALSE,Stinky Bklyn,,,$$,4,148,,,,,,no,40.68448,-73.99185,215 Smith St,,,Brooklyn,11201,US,NY
Fruits & Veggies,,,,,,,(718) 645-9833,FALSE,Busy Corner Grocery,,,,2,1,,,,,,no,40.606769,-73.96453,801 Kings Hwy,,,Brooklyn,11223,US,NY
Grocery,,,,,,,(718) 768-8317,FALSE,Key Food,,,$$,2,46,,,,,,no,40.673126,-73.976791,130 7th Ave,,,Brooklyn,11215,US,NY
Grocery,,,,,,,(718) 388-8762,FALSE,359 Deli & Grocery,,,$$$,2.5,17,,,pickup,,,no,40.7153,-73.944695,359 Graham Ave,,,Brooklyn,11211,US,NY
Grocery,,,,,,,(718) 331-9376,FALSE,CTown Supermarkets,,,$$,2,21,,,,,,no,40.61827,-73.9912499,6614 18th Ave,,,Brooklyn,11204,US,NY
Grocery,,,,,,,(718) 498-8737,FALSE,Food Bazaar Supermarket,,,$$,2.5,8,,,,,,no,40.66433,-73.90141,417 Junius St,,,Brooklyn,11212,US,NY
Meat Shops ,Delis,,,,,,(718) 763-3230,FALSE,Landi's Pork Store,,,$$,4.5,68,,,,,,no,40.61954817,-73.91793573,5909 Ave N,,,Brooklyn,11234,US,NY
Fruits & Veggies,,,,,,,(718) 493-2700,FALSE,Lily Food Store,,,$,4,3,,,,,,no,40.678661,-73.921829,1932 Fulton St,,,Brooklyn,11233,US,NY
Convenience Stores,,,,,,,(718) 443-9092,FALSE,Knickerbocker Deli & Grocery,,,$,4.5,2,,,,,,no,40.700424,-73.921691,362 Knickerbocker Ave,,,Brooklyn,11237,US,NY
Grocery,,,,,,,(718) 259-6666,FALSE,Breadberry,,,$$$,3.5,16,,,,,,no,40.6235365,-73.9897338,1689 60th St,,,Brooklyn,11204,US,NY
Grocery,,,,,,,,FALSE,Associated Supermarket,,,$$,2.5,33,,,,,,no,40.728019,-73.952896,802 Manhattan Ave,,,Brooklyn,11222,US,NY
Grocery,,,,,,,(718) 375-1075,FALSE,Food Universe,,,$$,4.5,4,,,,,,no,40.61027,-73.95432,1910 Kings Hwy,,,Brooklyn,11229,US,NY
Delis,,,,,,,(718) 680-0905,FALSE,Sunnyvale Grocery,,,,3,1,,,,,,no,40.629367,-74.023017,7506 5th Ave,,,Brooklyn,11209,US,NY
Grocery ,Cheese Shops,Sandwiches,,,,,(718) 836-3200,FALSE,A.L.C. Italian Grocery,,,$$,4.5,72,,, pickup ,,delivery,no,40.62297,-74.030945,8613 3rd Ave,,,New York,11209,US,NY
Grocery,,,,,,,,FALSE,Ocean Bay Market,,,$$,3,12,,,,,,no,40.59754,-73.96144,2424 Coney Island Ave,,,Brooklyn,11223,US,NY
Grocery ,Convenience Stores,,,,,,(347) 715-9363,FALSE,Classon Finest Deli,,,$$$,2.5,2,,,,,,no,40.6773049,-73.958866,667 Classon Ave,,,Brooklyn,11238,US,NY
Convenience Stores,,,,,,,(718) 638-7500,FALSE,Ideal Food Basket,,,$,2,24,,,,,,no,40.676225,-73.963825,720 Washington Ave,,,Brooklyn,11238,US,NY
Convenience Stores ,Delis,,,,,,(718) 851-6200,FALSE,John's Deli,,,$$,4,27,,,,,,no,40.652248,-73.975631,1269 Prospect Ave,,,Brooklyn,11218,US,NY
Meat Shops,,,,,,,(718) 837-9773,FALSE,Bari Pork Store,,,$$,4.5,12,,,,,,no,40.61977549,-73.98925749,6319 18th Ave,,,Brooklyn,11204,US,NY
Delis,,,,,,,(718) 788-0235,FALSE,Nature's Delite,,,$,3.5,10,,, pickup ,,delivery,no,40.66359,-73.99446,639 4th Ave,,,Brooklyn,11232,US,NY
Delis ,Specialty Food,JuiceBars&Smoothies,,,,,(718) 302-4800,FALSE,Bedford Gourmet Food,,,$,4,18,,, pickup ,,delivery,no,40.718636,-73.957161,160 Bedford Ave,,,Brooklyn,11211,US,NY
Grocery ,Seafood Markets,,,,,,(718) 996-6712,FALSE,Royal Seafood,,,$,4,7,,,,,,no,40.57625085,-73.96954612,3100 Ocean Pkwy,,,Brooklyn,11235,US,NY
Delis,,,,,,,(718) 388-1919,FALSE,McCarren Natural,,,$,4,15,,, pickup ,,delivery,no,40.723548,-73.952194,57 Nassau Ave,,,Brooklyn,11222,US,NY
Grocery,,,,,,,(718) 331-2220,FALSE,Food Basket,,,$$,4,1,,,,,,no,40.619377,-73.982475,5921 20th Ave,,,Brooklyn,11204,US,NY
Grocery,,,,,,,(718) 852-6001,FALSE,Green Leaf Supermarket,,,$$,5,2,,,,,,no,40.699861,-73.955693,184 Wallabout St,,,Williamsburg,11206,US,NY
Grocery,,,,,,,(718) 363-0281,FALSE,Food Universe,,,,3,4,,,,,,no,40.67714,-73.93362,1720 Atlantic Ave,,,Crown Heights,11213,US,NY
Meat Shops,,,,,,,(718) 934-8520,FALSE,Silver Star Meat Market,,,$$,3,22,,,,,,no,40.59026,-73.94014,3838 Nostrand Ave,,,Brooklyn,11235,US,NY
Grocery,,,,,,,(718) 387-0919,FALSE,Bravo Supermarkets,,,$$$$,2,2,,,,,,no,40.70441,-73.94114,91 Humboldt St,,,Brooklyn,11206,US,NY
Butcher ,Meat Shops,,,,,,(718) 609-9300,FALSE,The Meat Hook,,,$$$,4,43,,,,,,no,40.71675,-73.94497,397 Graham Ave,,,Brooklyn,11211,US,NY
Grocery,,,,,,,(718) 634-0945,FALSE,Belle Harbor Foods Inc,,,$$,4,8,,,,,,no,40.5781599,-73.8494,413 Beach 129th St,,,Rockaway Park,11694,US,NY
Delis ,Convenience Stores,,,,,,(718) 853-1320,FALSE,EZ Grocery,,,,3,1,,,,,,no,40.6477345,-74.0001636,4021 7th Ave,,,Brooklyn,11232,US,NY
Grocery,,,,,,,(718) 284-4424,FALSE,Ideal Food Basket,,,$$,2.5,17,,,,,,no,40.64034,-73.9693099,710 Coney Island,,,Brooklyn,11218,US,NY
Grocery,,,,,,,(718) 421-4907,FALSE,Metropolitan Food Svce,,,,3,2,,,,,,no,40.63165,-73.95287,2900 Bedford Ave,,,Brooklyn,11210,US,NY
Delis,,,,,,,(718) 566-1867,FALSE,Quezada Deli Grocery,,,$,5,2,,,,,,no,40.665664,-73.888793,570 Van Siclen Ave,,,Brooklyn,11207,US,NY
Butcher ,Imported Food,,,,,,,FALSE,Alan's Supermarket,,,,5,4,,,,,,no,40.7315903,-73.9515991,274 McGuinness Blvd,,,Brooklyn,11222,US,NY
