,categories,coordinates,display_phone,is_closed,location,name,phone,price,rating,review_count,transactions,hot_and_new
2883,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}]","{'latitude': 40.6311995, 'longitude': -73.9757958}",(347) 789-5034,False,"{'address1': '4227 18th Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['4227 18th Ave', 'Brooklyn, NY 11218']}",Sinai Fruit & Vegie,13477895034.0,,4.0,1,[],
2884,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.67162, 'longitude': -73.95748}",(718) 773-2605,False,"{'address1': '801 Franklin Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['801 Franklin Ave', 'Brooklyn, NY 11238']}",Shorty Grocery,17187732605.0,,5.0,1,[],
2885,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.5896693925225, 'longitude': -73.9910971140362}",(718) 265-4082,False,"{'address1': '2620 Cropsey Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['2620 Cropsey Ave', 'Brooklyn, NY 11214']}",Shan Market,17182654082.0,$$$,3.5,3,"['delivery', 'pickup']",
2886,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.671716, 'longitude': -73.991136}",(718) 369-0397,False,"{'address1': '458 3rd Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['458 3rd Ave', 'Brooklyn, NY 11215']}",Amigo's Deli Grocery,17183690397.0,,2.5,2,['pickup'],
2887,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.7011719, 'longitude': -73.9219971}",(718) 366-9111,False,"{'address1': '341 Knickerbocker Ave', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['341 Knickerbocker Ave', 'Bushwick, NY 11237']}",Hi Mango Natural Market,17183669111.0,$$$,3.0,25,[],
2888,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.64097, 'longitude': -73.9516}",(718) 462-5019,False,"{'address1': '1190 Rogers Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1190 Rogers Ave', 'Brooklyn, NY 11226']}",Bacchus West Indian Mkt,17184625019.0,$$,3.0,1,[],
2889,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.63254, 'longitude': -73.88887}",(718) 968-1820,False,"{'address1': '2066 Rockaway Pkwy', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11236', 'country': 'US', 'state': 'NY', 'display_address': ['2066 Rockaway Pkwy', 'Brooklyn, NY 11236']}",Key Food Supermarket,17189681820.0,$$,2.0,6,[],
2890,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.71339, 'longitude': -73.99401}",(212) 374-4088,False,"{'address1': '75 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['75 E Broadway', 'New York, NY 10002']}",New York Supermarket East Broadway,12123744088.0,$,3.5,26,[],
2891,"[{'alias': 'personal_shopping', 'title': 'Personal Shopping'}, {'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.6361234089865, 'longitude': -73.9481863752007}",,False,"{'address1': '2020 Farragut Rd', 'address2': '', 'address3': '', 'city': 'Flatbush - Ditmas Park', 'zip_code': '11210', 'country': 'US', 'state': 'NY', 'display_address': ['2020 Farragut Rd', 'Flatbush - Ditmas Park, NY 11210']}",Deli Food Center,,$,5.0,1,[],
2892,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.676657, 'longitude': -73.882793}",(718) 277-5690,False,"{'address1': '731 Liberty Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['731 Liberty Ave', 'Brooklyn, NY 11208']}",Lina's Grocery,17182775690.0,,3.0,1,[],
2893,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.7109268034998, 'longitude': -73.9647121626056}",(718) 496-7212,False,"{'address1': '93 S 6th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['93 S 6th St', 'Brooklyn, NY 11249']}",Dr Cow Tree Nut Cheese Corp,17184967212.0,$$,4.5,23,[],
2894,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.680757, 'longitude': -73.883768}",(718) 235-2414,False,"{'address1': '290 Arlington Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['290 Arlington Ave', 'Brooklyn, NY 11208']}",Arlene Deli Grocery,17182352414.0,$,3.0,1,[],
2895,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.65159, 'longitude': -73.93833}",(718) 856-5677,False,"{'address1': '4121 Church Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11203', 'country': 'US', 'state': 'NY', 'display_address': ['4121 Church Ave', 'Brooklyn, NY 11203']}",Shop Fair Supermarket,17188565677.0,,2.5,2,[],
2896,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.707988, 'longitude': -73.923703}",(718) 417-4305,False,"{'address1': '1225 Flushing Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1225 Flushing Ave', 'Brooklyn, NY 11237']}",Nealtican Deli Grocery Corp,17184174305.0,$$$,2.5,5,[],
2897,"[{'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.7232399, 'longitude': -73.94481}",(718) 349-3602,False,"{'address1': '160 Driggs Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['160 Driggs Ave', 'Brooklyn, NY 11222']}",Driggs Meat Market,17183493602.0,$,4.5,20,[],
2898,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]","{'latitude': 40.74785, 'longitude': -73.98739}",(212) 695-3283,False,"{'address1': '38 W 32nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['38 W 32nd St', 'New York, NY 10001']}",H Mart,12126953283.0,$$,3.5,180,[],
2899,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.729127, 'longitude': -73.98857}",(212) 253-7777,False,"{'address1': '21 St Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['21 St Marks Pl', 'New York, NY 10003']}",St Mark's Market,12122537777.0,$,4.0,109,"['delivery', 'pickup']",
2900,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}]","{'latitude': 40.6248505, 'longitude': -73.9629965}",(718) 377-5407,False,"{'address1': '1308 Ave J', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11230', 'country': 'US', 'state': 'NY', 'display_address': ['1308 Ave J', 'Brooklyn, NY 11230']}",Blue Ribbon Fruit Store,17183775407.0,$$,3.0,8,[],
2901,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.62697, 'longitude': -74.014171}",(718) 833-3059,False,"{'address1': '7201 Fort Hamilton Pkwy', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['7201 Fort Hamilton Pkwy', 'Brooklyn, NY 11228']}",McKinley Supermarket,17188333059.0,$,4.0,1,[],
2902,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.708908, 'longitude': -74.007345}",(212) 742-2436,False,"{'address1': '59 Maiden Ln', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['59 Maiden Ln', 'New York, NY 10038']}",Zeytuna,12127422436.0,$$,3.0,293,"['delivery', 'pickup']",
2903,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.6315, 'longitude': -74.02216}",(718) 745-2291,False,"{'address1': '7212 5th Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['7212 5th Ave', 'Brooklyn, NY 11209']}",Mando Foods Mini Mart,17187452291.0,,4.5,2,[],
2904,"[{'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.6463689, 'longitude': -74.0087629}",(718) 871-8038,False,"{'address1': '4713 5th Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['4713 5th Ave', 'Brooklyn, NY 11220']}",La Vaquita,17188718038.0,$,4.0,1,[],
2905,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.605037, 'longitude': -73.980741}",,False,"{'address1': '268 Kings Hwy', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['268 Kings Hwy', 'Brooklyn, NY 11223']}",Kings 7,,$,4.5,4,[],
2906,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.60073, 'longitude': -73.98107}",(718) 266-0829,False,"{'address1': '122 Ave S', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['122 Ave S', 'Brooklyn, NY 11223']}",Hong Cheng Grocery,17182660829.0,$$,3.0,2,[],
2907,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]","{'latitude': 40.7443982, 'longitude': -73.9914884}",(646) 676-4550,False,"{'address1': '766 Sixth Avenue', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['766 Sixth Avenue', 'New York, NY 10010']}",Fairway Market,16466764550.0,$$,3.0,167,[],
2908,"[{'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.66685, 'longitude': -73.88214}",(718) 495-0303,False,"{'address1': '771 New Lots Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['771 New Lots Ave', 'Brooklyn, NY 11208']}",Modern Meat Mkt,17184950303.0,$$,5.0,1,[],
2909,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.7334139, 'longitude': -73.9878611}",(212) 529-4612,False,"{'address1': '142 E 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['142 E 14th St', 'New York, NY 10003']}",Trader Joe's,12125294612.0,$,3.5,949,[],
2910,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.71804, 'longitude': -73.95851}",(718) 218-9451,False,"{'address1': '150 N 7th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['150 N 7th St', 'Brooklyn, NY 11211']}",Sunac Natural Food,17182189451.0,$$$,3.5,44,[],
2911,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.63488, 'longitude': -73.99608}",(718) 435-2678,False,"{'address1': '5124 12th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['5124 12th Ave', 'Brooklyn, NY 11219']}",Mehadrin Super Mkt,17184352678.0,,4.0,1,[],
2912,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.5991, 'longitude': -73.95609}",(718) 645-4358,False,"{'address1': '1507 Avenue U', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['1507 Avenue U', 'Brooklyn, NY 11229']}",Avenue U Deli Grocery,17186454358.0,$,4.0,1,[],
2913,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.618303, 'longitude': -74.002722}",(718) 236-6890,False,"{'address1': '7402 15th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['7402 15th Ave', 'Brooklyn, NY 11228']}",Meal Ticket Food's,17182366890.0,$$,4.5,4,[],
2914,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.61583, 'longitude': -73.99969}",(718) 236-9615,False,"{'address1': '7425 New Utrecht Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['7425 New Utrecht Ave', 'Brooklyn, NY 11204']}",Pastosa Ravioli,17182369615.0,$$,4.5,75,[],
2915,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.5775719, 'longitude': -73.963028}",(718) 676-5105,False,"{'address1': '409-411 Brighton Beach Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['409-411 Brighton Beach Ave', 'New York, NY 11235']}",Best Buy International Food Company,17186765105.0,$,5.0,8,[],
2916,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'latitude': 40.7292020000096, 'longitude': -73.9867730000019}",(212) 475-7521,False,"{'address1': '146 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['146 2nd Ave', 'New York, NY 10003']}",Village Farm Grocery,12124757521.0,$$,4.0,91,"['delivery', 'pickup']",
2917,"[{'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.594642, 'longitude': -73.950889}",(718) 616-0698,False,"{'address1': '2732 Ocean Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2732 Ocean Ave', 'Brooklyn, NY 11229']}",Sultan Meat & Deli,17186160698.0,$$,4.5,11,[],
2918,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'latitude': 40.67763, 'longitude': -73.9798}",(718) 622-0864,False,"{'address1': '168 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['168 5th Ave', 'Brooklyn, NY 11217']}",Magic Deli,17186220864.0,$$,3.0,1,[],
2919,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.688096, 'longitude': -73.987033}",(718) 802-1661,False,"{'address1': '84 Hoyt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['84 Hoyt St', 'Brooklyn, NY 11201']}",Fast and Fresh Burrito Deli,17188021661.0,$,4.0,165,[],
2920,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'polish', 'title': 'Polish'}, {'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.63545, 'longitude': -73.99549}",(718) 871-8894,False,"{'address1': '5020 12th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['5020 12th Ave', 'Brooklyn, NY 11219']}",Podkarpacie,17188718894.0,,5.0,1,[],
2921,"[{'alias': 'herbsandspices', 'title': 'Herbs & Spices'}]","{'latitude': 40.7285185, 'longitude': -73.9592222}",(718) 383-8700,False,"{'address1': '65A West St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['65A West St', 'Brooklyn, NY 11222']}",Greenpoint Trading Co.,17183838700.0,,5.0,3,[],
2922,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.59766, 'longitude': -73.96822}",(718) 376-5800,False,"{'address1': '429 Avenue U', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['429 Avenue U', 'Brooklyn, NY 11223']}",Khasky Foods,17183765800.0,,5.0,1,[],
2923,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.60387, 'longitude': -73.99565}",(718) 372-1630,False,"{'address1': '8502 21st Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['8502 21st Ave', 'Brooklyn, NY 11214']}",Jae's Supermarket,17183721630.0,,2.5,6,[],
2924,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.674674, 'longitude': -73.92752}",(718) 778-6380,False,"{'address1': '1664 Bergen St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['1664 Bergen St', 'Brooklyn, NY 11213']}",Economic Deli Grocery,17187786380.0,$,3.0,2,[],
2925,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.6610723, 'longitude': -73.9970634293002}",(929) 250-2069,False,"{'address1': '725 4th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['725 4th Ave', 'Brooklyn, NY 11232']}",Pane Caldo,19292502069.0,,4.0,11,"['delivery', 'pickup']",
2926,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.7111885702386, 'longitude': -73.8582202894052}",(718) 275-1791,False,"{'address1': '9030 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Rego Park', 'zip_code': '11374', 'country': 'US', 'state': 'NY', 'display_address': ['9030 Metropolitan Ave', 'Rego Park, NY 11374']}",Trader Joe's,17182751791.0,$$,4.0,444,[],
2927,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'markets', 'title': 'Fruits & Veggies'}]","{'latitude': 40.68925, 'longitude': -73.90609}",(718) 455-2336,False,"{'address1': '624 Wilson Ave', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['624 Wilson Ave', 'Bushwick, NY 11207']}",Stop One Supermarket,17184552336.0,$$,4.5,19,[],
2928,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.706262, 'longitude': -73.897138}",(718) 821-8000,False,"{'address1': '66-82 Fresh Pond Rd', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['66-82 Fresh Pond Rd', 'Queens, NY 11385']}",Checo's Food Universe,17188218000.0,$$,4.0,6,[],
2929,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]","{'latitude': 40.6881599, 'longitude': -73.9875565}",(718) 643-2250,False,"{'address1': '329 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['329 Atlantic Ave', 'Brooklyn, NY 11201']}",Free Range Wine & Spirits,17186432250.0,$$,4.5,40,[],
2930,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.6024699, 'longitude': -73.99503}",(718) 942-4747,False,"{'address1': '2144 86th St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['2144 86th St', 'Brooklyn, NY 11214']}",C-Town,17189424747.0,,4.0,1,[],
2931,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.659496, 'longitude': -73.94728}",(718) 773-7785,False,"{'address1': '609 New York Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11203', 'country': 'US', 'state': 'NY', 'display_address': ['609 New York Ave', 'Brooklyn, NY 11203']}",Mama Louisa's Hero Shop,17187737785.0,$,3.5,57,"['delivery', 'pickup']",
2932,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.617694, 'longitude': -74.03392}",(718) 836-5545,False,"{'address1': '9408 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['9408 3rd Ave', 'Brooklyn, NY 11209']}",Key Food,17188365545.0,,3.0,2,[],
2933,"[{'alias': 'herbsandspices', 'title': 'Herbs & Spices'}, {'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.68179, 'longitude': -73.9090499}",(347) 414-5635,False,"{'address1': '512 Marion St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['512 Marion St', 'Brooklyn, NY 11233']}",Chima African Market,13474145635.0,,5.0,1,[],
2934,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.597786, 'longitude': -73.968178}",(718) 375-6328,False,"{'address1': '431 Avenue U', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['431 Avenue U', 'Brooklyn, NY 11223']}",Prime Cut Kosher Butcher,17183756328.0,$$$,3.5,8,[],
2935,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.60124, 'longitude': -73.93423}",(718) 648-4565,False,"{'address1': '2245 Gerritsen Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2245 Gerritsen Ave', 'Brooklyn, NY 11229']}",Key Food,17186484565.0,$$,2.5,22,[],
2936,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'latitude': 40.749102, 'longitude': -73.940618}",(718) 489-9168,False,"{'address1': '4243 27th St', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['4243 27th St', 'Queens, NY 11101']}",Koufuku Mart,17184899168.0,,5.0,2,[],
2937,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.66835, 'longitude': -73.88143}",(718) 484-3705,False,"{'address1': '690 Linwood St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['690 Linwood St', 'Brooklyn, NY 11208']}",Dumont Deli &Grocery,17184843705.0,$,4.0,2,[],
2938,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.677159370993, 'longitude': -73.9834179933661}",,False,"{'address1': '230 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['230 4th Ave', 'Brooklyn, NY 11215']}",ZN Deli Grocery,,,4.0,1,[],
2939,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.71899, 'longitude': -73.99241}",(212) 925-7370,False,"{'address1': '110 Forsyth St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['110 Forsyth St', 'New York, NY 10002']}",Don Juan Grocery & Deli,12129257370.0,$,4.5,5,[],
2940,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'latitude': 40.68297, 'longitude': -73.90725}",,False,"{'address1': '50 Granite St', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['50 Granite St', 'Bushwick, NY 11207']}",Bushwick Deli,,$,4.5,4,[],
2941,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]","{'latitude': 40.63347, 'longitude': -73.96468}",,False,"{'address1': '1301 Foster Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11230', 'country': 'US', 'state': 'NY', 'display_address': ['1301 Foster Ave', 'Brooklyn, NY 11230']}",Hernandez Deli Grocery,,,4.5,2,[],
2942,"[{'alias': 'drugstores', 'title': 'Drugstores'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]","{'latitude': 40.6317281997856, 'longitude': -73.9845722936819}",(718) 438-1800,False,"{'address1': '4721 16Th Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['4721 16Th Ave', 'Brooklyn, NY 11204']}",Duane Reade,17184381800.0,,2.0,1,[],
2943,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.73187, 'longitude': -73.98862}",(212) 253-8400,False,"{'address1': '84 Third Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['84 Third Ave', 'New York, NY 10003']}",Westside Market,12122538400.0,$$,3.5,109,[],
2944,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.7226730348639, 'longitude': -74.0402414772155}",(201) 418-0300,False,"{'address1': 'Luis Marin Blvd & 6th St', 'address2': '', 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['Luis Marin Blvd & 6th St', 'Jersey City, NJ 07302']}",Shoprite - Metro Plaza,12014180300.0,$$,2.5,166,[],
2945,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.63496, 'longitude': -73.94771}",(718) 421-5750,False,"{'address1': '2073 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11210', 'country': 'US', 'state': 'NY', 'display_address': ['2073 Nostrand Ave', 'Brooklyn, NY 11210']}",Neighborhood Grocery Store,17184215750.0,$,2.0,1,[],
2946,"[{'alias': 'grocery', 'title': 'Grocery'}]","{'latitude': 40.6728432162932, 'longitude': -73.9629000502537}",,False,"{'address1': '840 Washington Ave', 'address2': '', 'address3': '', 'city': 'Prospect Heights', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['840 Washington Ave', 'Prospect Heights, NY 11238']}",United Deli & Grocery,,$,2.5,2,[],
